s1_t,s1_v,s1_data,s2_t,s2_v,s2_data,s3_t,s3_v,s3_data,s4_t,s4_v,s4_data,ancient,efficiency,set,slot,grade,level,m_t,i_t,i_v
ATK%,18,"{""enchanted"":false,""gvalue"":0}",HP%,19,"{""enchanted"":false,""gvalue"":5}",SPD,10,"{""enchanted"":false,""gvalue"":4}",CRate,7,"{""enchanted"":true,""gvalue"":0}",FALSE,93.07,Vampire,1,6,15,ATK flat,CDmg,4
ACC,7,"{""enchanted"":false,""gvalue"":0}",CRate,9,"{""enchanted"":false,""gvalue"":0}",RES,12,"{""enchanted"":false,""gvalue"":0}",ATK%,28,"{""enchanted"":false,""gvalue"":7}",FALSE,90.34,Vampire,2,6,15,SPD,HP flat,204
CDmg,5,"{""enchanted"":false,""gvalue"":0}",HP%,14,"{""enchanted"":false,""gvalue"":6}",CRate,20,"{""enchanted"":false,""gvalue"":0}",SPD,12,"{""enchanted"":false,""gvalue"":2}",FALSE,91.41,Focus,3,6,15,DEF flat,,0
CRate,16,"{""enchanted"":false,""gvalue"":0}",ATK%,16,"{""enchanted"":false,""gvalue"":8}",RES,6,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":true,""gvalue"":3}",FALSE,86.31,Violent,4,6,15,CDmg,,0
CDmg,11,"{""enchanted"":false,""gvalue"":0}",CRate,16,"{""enchanted"":false,""gvalue"":0}",SPD,7,"{""enchanted"":false,""gvalue"":3}",ACC,7,"{""enchanted"":false,""gvalue"":0}",FALSE,85.93,Vampire,5,6,15,HP flat,RES,6
CRate,11,"{""enchanted"":false,""gvalue"":0}",CDmg,15,"{""enchanted"":false,""gvalue"":0}",HP%,23,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",TRUE,91.79,Vampire,6,6,15,ATK%,,0
CRate,15,"{""enchanted"":false,""gvalue"":0}",HP%,19,"{""enchanted"":false,""gvalue"":6}",SPD,9,"{""enchanted"":false,""gvalue"":4}",RES,8,"{""enchanted"":false,""gvalue"":0}",FALSE,91.62,Destroy,1,6,12,ATK flat,HP flat,339
CDmg,11,"{""enchanted"":false,""gvalue"":0}",HP%,5,"{""enchanted"":false,""gvalue"":0}",ACC,21,"{""enchanted"":false,""gvalue"":0}",ATK flat,19,"{""enchanted"":false,""gvalue"":0}",FALSE,76.58,Despair,2,6,15,SPD,DEF flat,17
SPD,16,"{""enchanted"":false,""gvalue"":4}",HP%,17,"{""enchanted"":false,""gvalue"":5}",DEF%,12,"{""enchanted"":false,""gvalue"":7}",CDmg,10,"{""enchanted"":false,""gvalue"":0}",FALSE,92.37,Destroy,3,6,15,DEF flat,HP flat,159
SPD,18,"{""enchanted"":false,""gvalue"":0}",DEF%,21,"{""enchanted"":false,""gvalue"":7}",RES,5,"{""enchanted"":false,""gvalue"":0}",ATK%,14,"{""enchanted"":true,""gvalue"":5}",FALSE,92.86,Despair,4,6,15,HP%,,0
SPD,23,"{""enchanted"":false,""gvalue"":3}",CRate,5,"{""enchanted"":false,""gvalue"":0}",HP%,12,"{""enchanted"":true,""gvalue"":5}",ATK%,12,"{""enchanted"":false,""gvalue"":7}",FALSE,90.48,Despair,5,6,15,HP flat,,0
SPD,15,"{""enchanted"":false,""gvalue"":3}",CRate,13,"{""enchanted"":false,""gvalue"":0}",DEF%,14,"{""enchanted"":true,""gvalue"":6}",RES,5,"{""enchanted"":false,""gvalue"":0}",FALSE,91.11,Despair,6,6,15,HP%,CDmg,5
ATK%,26,"{""enchanted"":false,""gvalue"":6}",SPD,6,"{""enchanted"":false,""gvalue"":0}",CDmg,11,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",FALSE,87.48,Rage,1,6,15,ATK flat,HP flat,319
CRate,10,"{""enchanted"":false,""gvalue"":0}",HP flat,852,"{""enchanted"":false,""gvalue"":372}",CDmg,13,"{""enchanted"":false,""gvalue"":0}",ATK flat,45,"{""enchanted"":true,""gvalue"":22}",FALSE,84.18,Rage,2,6,15,ATK%,DEF%,8
SPD,11,"{""enchanted"":false,""gvalue"":2}",CRate,5,"{""enchanted"":false,""gvalue"":0}",CDmg,14,"{""enchanted"":false,""gvalue"":0}",DEF%,15,"{""enchanted"":false,""gvalue"":9}",FALSE,82.44,Rage,3,6,15,DEF flat,,0
ATK%,23,"{""enchanted"":false,""gvalue"":8}",SPD,20,"{""enchanted"":false,""gvalue"":4}",CRate,5,"{""enchanted"":true,""gvalue"":0}",HP%,12,"{""enchanted"":false,""gvalue"":5}",FALSE,103.87,Will,4,6,15,CDmg,RES,8
CDmg,9,"{""enchanted"":false,""gvalue"":0}",DEF flat,29,"{""enchanted"":false,""gvalue"":14}",ATK%,25,"{""enchanted"":false,""gvalue"":6}",SPD,6,"{""enchanted"":false,""gvalue"":0}",FALSE,84.9,Rage,5,6,15,HP flat,RES,6
CRate,5,"{""enchanted"":false,""gvalue"":0}",HP%,12,"{""enchanted"":true,""gvalue"":5}",DEF%,11,"{""enchanted"":false,""gvalue"":6}",CDmg,25,"{""enchanted"":false,""gvalue"":0}",FALSE,87.71,Will,6,6,15,ATK%,,0
SPD,13,"{""enchanted"":false,""gvalue"":3}",RES,6,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",ATK%,33,"{""enchanted"":false,""gvalue"":6}",FALSE,91.96,Fatal,1,6,15,ATK flat,,0
ATK%,22,"{""enchanted"":false,""gvalue"":7}",CRate,11,"{""enchanted"":false,""gvalue"":0}",HP%,20,"{""enchanted"":false,""gvalue"":7}",DEF%,13,"{""enchanted"":false,""gvalue"":6}",FALSE,97.92,Fatal,2,6,15,SPD,,0
SPD,16,"{""enchanted"":false,""gvalue"":4}",HP%,17,"{""enchanted"":false,""gvalue"":6}",HP flat,717,"{""enchanted"":false,""gvalue"":312}",DEF%,20,"{""enchanted"":false,""gvalue"":6}",FALSE,94.63,Fatal,3,6,15,DEF flat,,0
SPD,14,"{""enchanted"":false,""gvalue"":3}",ACC,8,"{""enchanted"":false,""gvalue"":0}",DEF flat,30,"{""enchanted"":false,""gvalue"":17}",DEF%,31,"{""enchanted"":false,""gvalue"":3}",FALSE,96.03,Focus,4,6,15,ATK%,HP flat,364
ATK%,26,"{""enchanted"":false,""gvalue"":6}",SPD,14,"{""enchanted"":false,""gvalue"":3}",CRate,5,"{""enchanted"":false,""gvalue"":0}",HP%,13,"{""enchanted"":true,""gvalue"":6}",FALSE,94.94,Fatal,5,6,12,HP flat,ATK flat,10
SPD,18,"{""enchanted"":false,""gvalue"":3}",HP flat,567,"{""enchanted"":false,""gvalue"":0}",DEF%,9,"{""enchanted"":true,""gvalue"":0}",ACC,13,"{""enchanted"":false,""gvalue"":0}",FALSE,82.19,Swift,6,6,15,ATK%,,0
SPD,8,"{""enchanted"":false,""gvalue"":2}",ACC,15,"{""enchanted"":false,""gvalue"":0}",CRate,14,"{""enchanted"":false,""gvalue"":0}",ATK%,15,"{""enchanted"":false,""gvalue"":10}",FALSE,88.69,Violent,1,6,15,ATK flat,,0
HP%,28,"{""enchanted"":false,""gvalue"":7}",CRate,6,"{""enchanted"":false,""gvalue"":0}",ATK%,20,"{""enchanted"":false,""gvalue"":6}",DEF%,14,"{""enchanted"":true,""gvalue"":5}",FALSE,98.21,Destroy,2,6,15,SPD,,0
SPD,16,"{""enchanted"":false,""gvalue"":4}",HP%,20,"{""enchanted"":false,""gvalue"":7}",DEF%,20,"{""enchanted"":false,""gvalue"":5}",ACC,7,"{""enchanted"":true,""gvalue"":0}",FALSE,96.73,Destroy,3,6,15,DEF flat,,0
SPD,20,"{""enchanted"":false,""gvalue"":3}",ATK%,22,"{""enchanted"":false,""gvalue"":6}",DEF%,15,"{""enchanted"":true,""gvalue"":6}",ACC,13,"{""enchanted"":false,""gvalue"":0}",FALSE,104.17,Violent,4,6,15,HP%,,0
SPD,19,"{""enchanted"":false,""gvalue"":4}",HP%,9,"{""enchanted"":false,""gvalue"":4}",CRate,10,"{""enchanted"":false,""gvalue"":0}",ATK%,20,"{""enchanted"":false,""gvalue"":5}",FALSE,96.13,Violent,5,6,15,HP flat,,0
SPD,31,"{""enchanted"":false,""gvalue"":4}",DEF%,16,"{""enchanted"":false,""gvalue"":10}",CRate,5,"{""enchanted"":false,""gvalue"":0}",ATK%,12,"{""enchanted"":true,""gvalue"":5}",FALSE,103.57,Violent,6,6,15,HP%,,0
RES,18,"{""enchanted"":false,""gvalue"":0}",SPD,20,"{""enchanted"":false,""gvalue"":3}",HP%,13,"{""enchanted"":true,""gvalue"":5}",HP flat,544,"{""enchanted"":false,""gvalue"":409}",FALSE,92.38,Vampire,1,6,12,ATK flat,,0
SPD,15,"{""enchanted"":false,""gvalue"":3}",ATK%,12,"{""enchanted"":false,""gvalue"":6}",DEF%,19,"{""enchanted"":false,""gvalue"":0}",RES,8,"{""enchanted"":true,""gvalue"":0}",FALSE,94.64,Vampire,2,6,15,HP%,ACC,7
DEF%,19,"{""enchanted"":false,""gvalue"":6}",SPD,9,"{""enchanted"":true,""gvalue"":3}",HP%,27,"{""enchanted"":false,""gvalue"":6}",RES,4,"{""enchanted"":false,""gvalue"":0}",FALSE,94.64,Vampire,3,6,12,DEF flat,ACC,4
ACC,14,"{""enchanted"":false,""gvalue"":0}",RES,7,"{""enchanted"":false,""gvalue"":0}",CDmg,11,"{""enchanted"":false,""gvalue"":0}",SPD,20,"{""enchanted"":false,""gvalue"":3}",FALSE,89.5,Endure,4,6,15,HP%,,0
DEF%,27,"{""enchanted"":false,""gvalue"":7}",HP%,12,"{""enchanted"":false,""gvalue"":5}",SPD,15,"{""enchanted"":false,""gvalue"":4}",ATK%,14,"{""enchanted"":true,""gvalue"":7}",FALSE,100.89,Vampire,5,6,15,HP flat,,0
SPD,15,"{""enchanted"":false,""gvalue"":3}",CDmg,9,"{""enchanted"":false,""gvalue"":0}",ACC,10,"{""enchanted"":false,""gvalue"":0}",DEF%,16,"{""enchanted"":true,""gvalue"":7}",FALSE,85.97,Endure,6,6,15,HP%,,0
SPD,10,"{""enchanted"":false,""gvalue"":4}",CRate,23,"{""enchanted"":false,""gvalue"":0}",ATK%,15,"{""enchanted"":false,""gvalue"":7}",CDmg,8,"{""enchanted"":true,""gvalue"":0}",FALSE,96.56,Fatal,1,6,15,ATK flat,,0
SPD,9,"{""enchanted"":false,""gvalue"":4}",CDmg,26,"{""enchanted"":false,""gvalue"":0}",CRate,7,"{""enchanted"":true,""gvalue"":0}",DEF%,12,"{""enchanted"":false,""gvalue"":6}",FALSE,92.01,Rage,2,6,15,ATK%,,0
HP%,14,"{""enchanted"":false,""gvalue"":7}",CRate,18,"{""enchanted"":false,""gvalue"":0}",CDmg,11,"{""enchanted"":false,""gvalue"":0}",SPD,11,"{""enchanted"":true,""gvalue"":4}",FALSE,93.96,Rage,3,6,15,DEF flat,,0
DEF%,19,"{""enchanted"":false,""gvalue"":7}",CRate,6,"{""enchanted"":false,""gvalue"":0}",ATK%,29,"{""enchanted"":false,""gvalue"":7}",SPD,16,"{""enchanted"":false,""gvalue"":5}",FALSE,104.76,Rage,4,6,15,CDmg,,0
CDmg,12,"{""enchanted"":false,""gvalue"":0}",SPD,9,"{""enchanted"":false,""gvalue"":4}",CRate,17,"{""enchanted"":false,""gvalue"":0}",ATK%,20,"{""enchanted"":true,""gvalue"":9}",FALSE,102.13,Focus,5,6,15,HP flat,HP%,6
CRate,15,"{""enchanted"":false,""gvalue"":0}",CDmg,20,"{""enchanted"":false,""gvalue"":0}",ATK flat,17,"{""enchanted"":false,""gvalue"":0}",DEF%,8,"{""enchanted"":false,""gvalue"":0}",TRUE,84.16,Rage,6,6,15,ATK%,,0
SPD,23,"{""enchanted"":false,""gvalue"":4}",RES,6,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",HP%,5,"{""enchanted"":false,""gvalue"":0}",FALSE,87.2,Will,1,6,12,ATK flat,CDmg,7
ATK%,22,"{""enchanted"":false,""gvalue"":0}",CRate,7,"{""enchanted"":false,""gvalue"":0}",HP%,15,"{""enchanted"":false,""gvalue"":0}",RES,17,"{""enchanted"":false,""gvalue"":0}",TRUE,92.26,Swift,2,6,15,SPD,,0
SPD,23,"{""enchanted"":false,""gvalue"":2}",HP%,12,"{""enchanted"":false,""gvalue"":7}",CRate,9,"{""enchanted"":false,""gvalue"":0}",DEF%,11,"{""enchanted"":false,""gvalue"":6}",FALSE,96.67,Nemesis,3,6,15,DEF flat,HP flat,244
SPD,25,"{""enchanted"":false,""gvalue"":4}",ATK%,11,"{""enchanted"":false,""gvalue"":6}",RES,7,"{""enchanted"":false,""gvalue"":0}",DEF%,11,"{""enchanted"":true,""gvalue"":6}",FALSE,94.85,Swift,4,6,15,HP%,HP flat,365
ATK%,12,"{""enchanted"":true,""gvalue"":5}",SPD,27,"{""enchanted"":false,""gvalue"":3}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",HP%,11,"{""enchanted"":false,""gvalue"":5}",FALSE,94.52,Swift,5,6,15,HP flat,,0
DEF%,17,"{""enchanted"":false,""gvalue"":5}",HP flat,893,"{""enchanted"":true,""gvalue"":466}",ATK%,21,"{""enchanted"":false,""gvalue"":6}",SPD,17,"{""enchanted"":false,""gvalue"":3}",FALSE,100.35,Swift,6,6,15,HP%,DEF flat,11
CRate,11,"{""enchanted"":false,""gvalue"":0}",ATK%,15,"{""enchanted"":false,""gvalue"":0}",HP flat,335,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":0}",FALSE,83.25,Violent,1,6,12,ATK flat,,0
CRate,11,"{""enchanted"":false,""gvalue"":0}",HP%,24,"{""enchanted"":false,""gvalue"":6}",ATK%,17,"{""enchanted"":true,""gvalue"":6}",CDmg,14,"{""enchanted"":false,""gvalue"":0}",FALSE,99.7,Focus,2,6,15,SPD,,0
CRate,17,"{""enchanted"":false,""gvalue"":0}",SPD,19,"{""enchanted"":false,""gvalue"":4}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",DEF%,12,"{""enchanted"":false,""gvalue"":7}",FALSE,98.98,Violent,3,6,15,DEF flat,ACC,4
SPD,17,"{""enchanted"":false,""gvalue"":3}",ACC,8,"{""enchanted"":true,""gvalue"":0}",DEF%,19,"{""enchanted"":false,""gvalue"":7}",ATK%,18,"{""enchanted"":false,""gvalue"":5}",FALSE,102.38,Endure,4,6,12,CRate,HP%,7
ACC,17,"{""enchanted"":false,""gvalue"":0}",SPD,13,"{""enchanted"":false,""gvalue"":3}",HP%,17,"{""enchanted"":false,""gvalue"":3}",ATK%,13,"{""enchanted"":false,""gvalue"":6}",FALSE,99.4,Violent,5,6,12,HP flat,RES,7
CRate,10,"{""enchanted"":false,""gvalue"":0}",SPD,11,"{""enchanted"":false,""gvalue"":0}",ATK flat,36,"{""enchanted"":false,""gvalue"":0}",HP%,14,"{""enchanted"":true,""gvalue"":6}",FALSE,86.79,Violent,6,6,15,ATK%,ACC,8
ATK%,11,"{""enchanted"":false,""gvalue"":3}",SPD,20,"{""enchanted"":false,""gvalue"":3}",CRate,6,"{""enchanted"":false,""gvalue"":0}",HP%,6,"{""enchanted"":false,""gvalue"":0}",FALSE,81.85,Violent,1,6,12,ATK flat,,0
CRate,14,"{""enchanted"":false,""gvalue"":0}",ATK%,11,"{""enchanted"":false,""gvalue"":5}",HP%,19,"{""enchanted"":false,""gvalue"":4}",DEF%,12,"{""enchanted"":true,""gvalue"":6}",FALSE,89.88,Violent,2,6,15,SPD,,0
DEF%,15,"{""enchanted"":false,""gvalue"":4}",HP%,8,"{""enchanted"":false,""gvalue"":3}",SPD,21,"{""enchanted"":false,""gvalue"":3}",ACC,8,"{""enchanted"":true,""gvalue"":0}",FALSE,88.39,Violent,3,6,15,DEF flat,,0
CRate,15,"{""enchanted"":false,""gvalue"":0}",ATK%,15,"{""enchanted"":false,""gvalue"":0}",HP%,15,"{""enchanted"":true,""gvalue"":5}",SPD,11,"{""enchanted"":false,""gvalue"":0}",TRUE,93.45,Destroy,4,6,15,CDmg,,0
SPD,10,"{""enchanted"":false,""gvalue"":4}",HP%,25,"{""enchanted"":false,""gvalue"":6}",DEF%,23,"{""enchanted"":false,""gvalue"":8}",ATK%,18,"{""enchanted"":true,""gvalue"":7}",FALSE,106.55,Destroy,5,6,15,HP flat,,0
CRate,10,"{""enchanted"":false,""gvalue"":0}",DEF%,12,"{""enchanted"":false,""gvalue"":4}",SPD,9,"{""enchanted"":true,""gvalue"":3}",ACC,16,"{""enchanted"":false,""gvalue"":0}",FALSE,83.33,Violent,6,6,15,HP%,,0
ACC,7,"{""enchanted"":false,""gvalue"":0}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",HP%,21,"{""enchanted"":false,""gvalue"":6}",CRate,18,"{""enchanted"":false,""gvalue"":0}",FALSE,89.29,Rage,1,6,12,ATK flat,,0
CDmg,20,"{""enchanted"":false,""gvalue"":0}",DEF%,10,"{""enchanted"":false,""gvalue"":4}",ATK%,20,"{""enchanted"":false,""gvalue"":5}",RES,14,"{""enchanted"":false,""gvalue"":0}",FALSE,95.41,Guard,2,6,15,HP%,,0
DEF%,13,"{""enchanted"":false,""gvalue"":6}",CRate,23,"{""enchanted"":false,""gvalue"":0}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",FALSE,86.31,Violent,3,6,12,DEF flat,,0
ATK%,16,"{""enchanted"":false,""gvalue"":3}",CRate,5,"{""enchanted"":false,""gvalue"":0}",HP%,23,"{""enchanted"":false,""gvalue"":4}",ACC,5,"{""enchanted"":false,""gvalue"":0}",FALSE,86.31,Violent,4,6,15,CDmg,RES,6
CDmg,17,"{""enchanted"":false,""gvalue"":0}",CRate,9,"{""enchanted"":false,""gvalue"":0}",HP%,7,"{""enchanted"":false,""gvalue"":0}",RES,7,"{""enchanted"":false,""gvalue"":0}",FALSE,76.28,Violent,5,6,15,HP flat,,0
CRate,9,"{""enchanted"":false,""gvalue"":0}",ATK%,20,"{""enchanted"":false,""gvalue"":0}",DEF%,8,"{""enchanted"":false,""gvalue"":0}",HP flat,325,"{""enchanted"":false,""gvalue"":0}",FALSE,81.67,Violent,6,6,15,ACC,RES,8
HP%,27,"{""enchanted"":false,""gvalue"":4}",RES,12,"{""enchanted"":false,""gvalue"":0}",SPD,12,"{""enchanted"":true,""gvalue"":4}",HP flat,749,"{""enchanted"":false,""gvalue"":513}",FALSE,91.95,Vampire,1,6,12,ATK flat,,0
RES,18,"{""enchanted"":false,""gvalue"":0}",ATK flat,17,"{""enchanted"":false,""gvalue"":0}",DEF%,25,"{""enchanted"":false,""gvalue"":5}",SPD,7,"{""enchanted"":false,""gvalue"":3}",FALSE,89.56,Guard,2,6,12,HP%,CDmg,4
SPD,8,"{""enchanted"":true,""gvalue"":2}",RES,13,"{""enchanted"":false,""gvalue"":0}",DEF%,20,"{""enchanted"":false,""gvalue"":5}",HP%,21,"{""enchanted"":false,""gvalue"":6}",FALSE,93.45,Guard,3,6,12,DEF flat,,0
RES,17,"{""enchanted"":false,""gvalue"":0}",SPD,14,"{""enchanted"":false,""gvalue"":4}",HP%,20,"{""enchanted"":false,""gvalue"":5}",ACC,7,"{""enchanted"":true,""gvalue"":0}",FALSE,95.06,Energy,4,6,15,DEF%,DEF flat,19
RES,21,"{""enchanted"":false,""gvalue"":0}",SPD,8,"{""enchanted"":false,""gvalue"":3}",DEF%,17,"{""enchanted"":false,""gvalue"":4}",HP%,15,"{""enchanted"":true,""gvalue"":6}",FALSE,92.56,Guard,5,6,12,HP flat,,0
HP%,23,"{""enchanted"":false,""gvalue"":7}",RES,14,"{""enchanted"":false,""gvalue"":0}",DEF flat,38,"{""enchanted"":true,""gvalue"":11}",ACC,4,"{""enchanted"":false,""gvalue"":0}",FALSE,79.11,Guard,6,6,15,DEF%,,0
SPD,22,"{""enchanted"":false,""gvalue"":2}",ATK%,9,"{""enchanted"":false,""gvalue"":3}",HP flat,603,"{""enchanted"":false,""gvalue"":371}",RES,4,"{""enchanted"":false,""gvalue"":0}",FALSE,79.25,Violent,1,6,15,ATK flat,,0
HP%,20,"{""enchanted"":false,""gvalue"":4}",ATK flat,56,"{""enchanted"":true,""gvalue"":18}",ACC,13,"{""enchanted"":false,""gvalue"":0}",ATK%,8,"{""enchanted"":false,""gvalue"":3}",FALSE,85.36,Violent,2,6,15,SPD,DEF flat,17
SPD,17,"{""enchanted"":false,""gvalue"":2}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",RES,7,"{""enchanted"":false,""gvalue"":0}",DEF%,9,"{""enchanted"":true,""gvalue"":0}",FALSE,83.63,Will,3,6,15,DEF flat,HP%,7
ATK%,7,"{""enchanted"":false,""gvalue"":0}",ACC,12,"{""enchanted"":false,""gvalue"":0}",SPD,16,"{""enchanted"":false,""gvalue"":0}",HP flat,138,"{""enchanted"":false,""gvalue"":0}",FALSE,78.99,Will,4,6,15,HP%,CRate,5
HP%,18,"{""enchanted"":false,""gvalue"":6}",ATK%,13,"{""enchanted"":true,""gvalue"":7}",DEF%,13,"{""enchanted"":false,""gvalue"":5}",SPD,12,"{""enchanted"":false,""gvalue"":2}",FALSE,89.29,Violent,5,6,15,HP flat,,0
DEF flat,30,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",DEF%,11,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",FALSE,74.4,Violent,6,6,12,HP%,ATK%,5
ATK%,14,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":0}",HP flat,268,"{""enchanted"":false,""gvalue"":0}",HP%,13,"{""enchanted"":false,""gvalue"":5}",FALSE,85.59,Violent,1,6,15,ATK flat,RES,6
ACC,17,"{""enchanted"":false,""gvalue"":0}",ATK%,5,"{""enchanted"":false,""gvalue"":0}",ATK flat,33,"{""enchanted"":false,""gvalue"":0}",HP%,7,"{""enchanted"":false,""gvalue"":0}",FALSE,69.42,Violent,2,6,15,SPD,HP flat,202
SPD,16,"{""enchanted"":false,""gvalue"":0}",HP%,20,"{""enchanted"":false,""gvalue"":7}",HP flat,258,"{""enchanted"":false,""gvalue"":0}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",FALSE,80.18,Violent,3,6,12,DEF flat,,0
SPD,21,"{""enchanted"":false,""gvalue"":3}",RES,12,"{""enchanted"":false,""gvalue"":0}",CDmg,10,"{""enchanted"":false,""gvalue"":0}",ATK flat,20,"{""enchanted"":false,""gvalue"":0}",FALSE,85.2,Nemesis,4,6,15,HP%,,0
ATK%,20,"{""enchanted"":false,""gvalue"":7}",HP%,20,"{""enchanted"":false,""gvalue"":6}",DEF%,19,"{""enchanted"":false,""gvalue"":7}",SPD,10,"{""enchanted"":true,""gvalue"":4}",FALSE,100.3,Nemesis,5,6,12,HP flat,,0
SPD,6,"{""enchanted"":false,""gvalue"":2}",DEF%,29,"{""enchanted"":false,""gvalue"":5}",DEF flat,15,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",FALSE,76.19,Violent,6,6,15,HP%,,0
SPD,15,"{""enchanted"":false,""gvalue"":4}",RES,14,"{""enchanted"":false,""gvalue"":0}",CDmg,16,"{""enchanted"":false,""gvalue"":0}",HP%,12,"{""enchanted"":true,""gvalue"":6}",FALSE,93.11,Fight,1,6,12,ATK flat,,0
HP flat,540,"{""enchanted"":true,""gvalue"":239}",ACC,11,"{""enchanted"":false,""gvalue"":0}",ATK%,12,"{""enchanted"":false,""gvalue"":4}",HP%,10,"{""enchanted"":false,""gvalue"":4}",FALSE,77.46,Will,2,6,15,SPD,CRate,6
ACC,13,"{""enchanted"":false,""gvalue"":0}",CDmg,9,"{""enchanted"":false,""gvalue"":0}",RES,6,"{""enchanted"":true,""gvalue"":0}",HP%,9,"{""enchanted"":false,""gvalue"":5}",FALSE,64.54,Fight,3,5,12,DEF flat,,0
HP%,18,"{""enchanted"":false,""gvalue"":7}",RES,7,"{""enchanted"":false,""gvalue"":0}",ATK flat,9,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",FALSE,65.04,Fight,4,5,13,DEF%,ACC,7
SPD,4,"{""enchanted"":false,""gvalue"":0}",ATK%,4,"{""enchanted"":false,""gvalue"":0}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,43.9,Fight,5,5,0,HP flat,,0
ATK%,24,"{""enchanted"":false,""gvalue"":4}",ACC,6,"{""enchanted"":false,""gvalue"":0}",DEF%,16,"{""enchanted"":false,""gvalue"":4}",RES,5,"{""enchanted"":false,""gvalue"":0}",FALSE,81.25,Will,6,6,15,HP%,,0
CRate,5,"{""enchanted"":true,""gvalue"":0}",SPD,24,"{""enchanted"":false,""gvalue"":3}",HP%,13,"{""enchanted"":false,""gvalue"":6}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",FALSE,88.99,Despair,1,6,15,ATK flat,,0
HP%,17,"{""enchanted"":false,""gvalue"":5}",DEF%,22,"{""enchanted"":false,""gvalue"":7}",ACC,12,"{""enchanted"":false,""gvalue"":0}",CRate,7,"{""enchanted"":true,""gvalue"":0}",FALSE,91.55,Despair,2,6,15,SPD,DEF flat,11
CDmg,6,"{""enchanted"":false,""gvalue"":0}",SPD,24,"{""enchanted"":false,""gvalue"":2}",ACC,6,"{""enchanted"":false,""gvalue"":0}",DEF%,10,"{""enchanted"":true,""gvalue"":3}",FALSE,84.69,Energy,3,6,15,DEF flat,,0
SPD,19,"{""enchanted"":false,""gvalue"":4}",HP%,14,"{""enchanted"":true,""gvalue"":6}",RES,17,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",FALSE,95.09,Despair,4,6,15,CRate,HP flat,310
DEF%,15,"{""enchanted"":true,""gvalue"":7}",HP%,19,"{""enchanted"":false,""gvalue"":6}",SPD,19,"{""enchanted"":false,""gvalue"":4}",CRate,9,"{""enchanted"":false,""gvalue"":0}",FALSE,99.4,Despair,5,6,15,HP flat,,0
DEF%,12,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":true,""gvalue"":0}",SPD,16,"{""enchanted"":false,""gvalue"":4}",RES,4,"{""enchanted"":false,""gvalue"":0}",FALSE,77.8,Shield,6,6,15,HP%,DEF flat,19
SPD,10,"{""enchanted"":false,""gvalue"":0}",HP%,14,"{""enchanted"":false,""gvalue"":0}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",ACC,15,"{""enchanted"":false,""gvalue"":0}",FALSE,78.61,Revenge,1,6,12,ATK flat,,0
SPD,6,"{""enchanted"":false,""gvalue"":0}",CRate,10,"{""enchanted"":false,""gvalue"":0}",DEF%,17,"{""enchanted"":false,""gvalue"":0}",ACC,4,"{""enchanted"":false,""gvalue"":0}",FALSE,73.51,Despair,2,6,15,HP%,,0
SPD,14,"{""enchanted"":false,""gvalue"":4}",CRate,4,"{""enchanted"":false,""gvalue"":0}",HP%,21,"{""enchanted"":false,""gvalue"":5}",DEF%,24,"{""enchanted"":false,""gvalue"":5}",FALSE,97.32,Revenge,3,6,12,DEF flat,,0
SPD,20,"{""enchanted"":false,""gvalue"":4}",RES,7,"{""enchanted"":false,""gvalue"":0}",DEF%,21,"{""enchanted"":false,""gvalue"":7}",ATK%,14,"{""enchanted"":true,""gvalue"":5}",FALSE,100.6,Revenge,4,6,15,HP%,ACC,4
