s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"HP%";20;{"enchanted":false,"gvalue":5};"CRate";5;{"enchanted":false,"gvalue":0};"SPD";19;{"enchanted":false,"gvalue":3};"ATK%";13;{"enchanted":true,"gvalue":4};"row_603";603;38367107801;0;0;"Inventory";"Inventory";false;98.21;"Revenge";1;6;12;"ATK flat";118;"RES";5;0;"-";"-";"-";"-";13;"-";"-";20;"-";19;5;"Hero";98.21
"HP%";12;{"enchanted":false,"gvalue":6};"CRate";16;{"enchanted":false,"gvalue":0};"ATK%";12;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"row_604";604;38410274537;0;0;"Inventory";"Inventory";false;82.95;"Revenge";1;6;12;"ATK flat";118;"HP flat";241;0;5;"-";"-";"-";12;"-";"-";12;"-";"-";16;"Hero";82.95
"ACC";6;{"enchanted":false,"gvalue":0};"RES";16;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"CRate";11;{"enchanted":false,"gvalue":0};"row_605";605;38505821196;0;0;"Inventory";"Inventory";false;85.03;"Revenge";1;6;9;"ATK flat";94;"HP%";6;0;16;11;"-";6;"-";"-";"-";"-";"-";"-";11;"Legend";92.18
"ACC";7;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"HP%";20;{"enchanted":false,"gvalue":0};"";0;{};"row_606";606;38522664023;0;0;"Inventory";"Inventory";false;72.92;"Revenge";1;6;7;"ATK flat";78;"SPD";6;0;"-";"-";"-";7;"-";"-";"-";20;"-";"-";5;"Hero";87.2
"SPD";14;{"enchanted":false,"gvalue":3};"CDmg";4;{"enchanted":false,"gvalue":0};"HP%";26;{"enchanted":false,"gvalue":6};"CRate";6;{"enchanted":false,"gvalue":0};"row_607";607;38529831132;0;0;"Inventory";"Inventory";false;90.39;"Revenge";1;6;12;"ATK flat";118;"RES";4;0;"-";4;"-";"-";"-";"-";"-";26;"-";14;6;"Hero";90.39
"RES";19;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"row_608";608;38550374627;0;0;"Inventory";"Inventory";false;64.29;"Revenge";1;6;6;"ATK flat";70;"";0;0;19;"-";"-";"-";"-";"-";"-";5;"-";6;"-";"Hero";78.57
"SPD";1;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"";0;{};"row_609";609;38733585192;0;0;"Inventory";"Inventory";false;21.95;"Revenge";1;3;0;"ATK flat";7;"";0;0;"-";"-";"-";"-";"-";"-";"-";"-";"-";1;"-";"Magic";50.52
"HP%";6;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"";0;{};"row_610";610;38733591081;0;0;"Inventory";"Inventory";false;33.26;"Revenge";1;4;0;"ATK flat";10;"ACC";3;0;"-";"-";"-";"-";"-";"-";"-";6;"-";"-";"-";"Magic";61.83
"HP%";26;{"enchanted":false,"gvalue":5};"RES";12;{"enchanted":false,"gvalue":0};"ATK%";5;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"row_611";611;30825585639;0;0;"Inventory";"Inventory";false;81.53;"Revenge";2;6;15;"SPD";42;"DEF flat";13;0;12;5;"-";"-";5;"-";"-";26;"-";"-";"-";"Hero";81.53
"ACC";15;{"enchanted":false,"gvalue":0};"DEF flat";18;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"row_612";612;34086413364;0;0;"Inventory";"Inventory";false;78.09;"Revenge";2;6;6;"ATK%";29;"CRate";6;0;"-";6;"-";15;"-";14;18;"-";"-";"-";"-";"Legend";92.37
"ACC";14;{"enchanted":false,"gvalue":0};"ATK%";12;{"enchanted":false,"gvalue":6};"CRate";16;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":true,"gvalue":0};"row_613";613;38419152504;0;0;"Inventory";"Inventory";false;83.33;"Revenge";2;6;12;"SPD";31;"";0;0;"-";"-";"-";14;12;"-";"-";6;"-";"-";16;"Hero";83.33
"RES";8;{"enchanted":false,"gvalue":0};"ATK%";31;{"enchanted":false,"gvalue":0};"HP flat";281;{"enchanted":false,"gvalue":0};"";0;{};"row_614";614;38533741209;0;0;"Inventory";"Inventory";false;73.21;"Revenge";2;6;9;"HP%";38;"";0;0;8;"-";"-";"-";31;"-";"-";"-";281;"-";"-";"Hero";80.35
"ACC";6;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"";0;{};"row_615";615;38763881886;0;0;"Inventory";"Inventory";false;62.5;"Revenge";2;6;0;"SPD";7;"ATK%";8;0;8;"-";"-";6;"-";"-";"-";8;"-";"-";"-";"Hero";91.07
"HP%";12;{"enchanted":false,"gvalue":7};"CRate";16;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":2};"RES";5;{"enchanted":false,"gvalue":0};"row_616";616;31755797849;0;0;"Inventory";"Inventory";false;88.69;"Revenge";3;6;12;"DEF flat";118;"DEF%";5;0;5;"-";"-";"-";"-";"-";"-";12;"-";12;16;"Hero";88.69
"HP%";20;{"enchanted":false,"gvalue":7};"SPD";19;{"enchanted":false,"gvalue":3};"DEF%";13;{"enchanted":false,"gvalue":7};"ACC";10;{"enchanted":true,"gvalue":0};"row_617";617;38058153174;0;0;"Inventory";"Inventory";false;103.87;"Revenge";3;6;12;"DEF flat";118;"RES";8;0;"-";"-";"-";10;"-";13;"-";20;"-";19;"-";"Hero";103.87
"HP%";8;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"RES";19;{"enchanted":false,"gvalue":0};"";0;{};"row_618";618;38509608930;0;0;"Inventory";"Inventory";false;77.98;"Revenge";3;6;9;"DEF flat";94;"ACC";7;0;19;"-";"-";"-";"-";"-";"-";8;"-";10;"-";"Hero";85.12
"RES";5;{"enchanted":false,"gvalue":0};"ATK%";22;{"enchanted":false,"gvalue":0};"DEF%";17;{"enchanted":false,"gvalue":4};"";0;{};"row_619";619;38160639070;0;0;"Inventory";"Inventory";false;75;"Revenge";4;6;9;"CDmg";47;"";0;0;5;"-";"-";"-";22;17;"-";"-";"-";"-";"-";"Hero";82.14
"CRate";8;{"enchanted":true,"gvalue":0};"DEF%";18;{"enchanted":false,"gvalue":5};"HP%";29;{"enchanted":false,"gvalue":7};"ATK%";13;{"enchanted":false,"gvalue":6};"row_620";620;38419588687;0;0;"Inventory";"Inventory";false;105.95;"Revenge";4;6;12;"CDmg";59;"SPD";6;0;"-";"-";"-";"-";13;18;"-";29;"-";"-";8;"Hero";105.95
"SPD";9;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"";0;{};"row_621";621;38549290774;0;0;"Inventory";"Inventory";false;61.61;"Revenge";4;6;6;"HP%";29;"";0;0;4;"-";"-";"-";13;"-";"-";"-";"-";9;"-";"Hero";75.89
"CDmg";6;{"enchanted":false,"gvalue":0};"ATK%";20;{"enchanted":false,"gvalue":7};"SPD";12;{"enchanted":false,"gvalue":2};"CRate";10;{"enchanted":false,"gvalue":0};"row_622";622;30635400513;0;0;"Inventory";"Inventory";false;85.88;"Revenge";5;6;15;"HP flat";2448;"";0;0;"-";6;"-";"-";20;"-";"-";"-";"-";12;10;"Hero";85.88
"SPD";10;{"enchanted":false,"gvalue":0};"CRate";15;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"row_623";623;37191927882;0;0;"Inventory";"Inventory";false;78.87;"Revenge";5;6;12;"HP flat";1800;"RES";4;0;"-";"-";"-";4;7;"-";"-";"-";"-";10;15;"Hero";78.87
"SPD";14;{"enchanted":false,"gvalue":4};"ATK%";23;{"enchanted":false,"gvalue":3};"HP%";12;{"enchanted":false,"gvalue":7};"DEF%";16;{"enchanted":true,"gvalue":7};"row_624";624;38022169193;0;0;"Inventory";"Inventory";false;97.92;"Revenge";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";"-";23;16;"-";12;"-";14;"-";"Hero";97.92
"ACC";5;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":0};"ATK flat";17;{"enchanted":false,"gvalue":0};"row_625";625;38023023732;0;0;"Inventory";"Inventory";false;80.71;"Revenge";5;6;12;"HP flat";1800;"CDmg";7;0;"-";"-";17;5;14;"-";"-";"-";"-";15;"-";"Hero";80.71
"SPD";12;{"enchanted":false,"gvalue":0};"DEF%";18;{"enchanted":false,"gvalue":5};"ACC";13;{"enchanted":false,"gvalue":0};"DEF flat";12;{"enchanted":false,"gvalue":0};"row_626";626;38033860915;0;0;"Inventory";"Inventory";false;85.18;"Revenge";5;6;12;"HP flat";1800;"RES";6;0;"-";"-";"-";13;"-";18;12;"-";"-";12;"-";"Hero";85.18
"CRate";4;{"enchanted":false,"gvalue":0};"DEF flat";24;{"enchanted":false,"gvalue":0};"ATK%";16;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":0};"row_627";627;38352349883;0;0;"Inventory";"Inventory";false;74.86;"Revenge";5;6;9;"HP flat";1440;"CDmg";5;0;"-";"-";"-";"-";16;"-";24;"-";"-";9;4;"Legend";82.01
"DEF flat";12;{"enchanted":false,"gvalue":0};"SPD";21;{"enchanted":false,"gvalue":3};"HP%";17;{"enchanted":false,"gvalue":5};"CRate";5;{"enchanted":false,"gvalue":0};"row_628";628;38477780009;0;0;"Inventory";"Inventory";false;87.56;"Revenge";5;6;12;"HP flat";1800;"RES";4;0;"-";"-";"-";"-";"-";"-";12;17;"-";21;5;"Hero";87.56
"SPD";14;{"enchanted":false,"gvalue":3};"DEF%";13;{"enchanted":false,"gvalue":6};"CDmg";25;{"enchanted":false,"gvalue":0};"HP%";10;{"enchanted":false,"gvalue":4};"row_629";629;38508862120;0;0;"Inventory";"Inventory";false;98.43;"Revenge";5;6;12;"HP flat";1800;"";0;0;"-";25;"-";"-";"-";13;"-";10;"-";14;"-";"Legend";98.43
"CRate";16;{"enchanted":false,"gvalue":0};"HP%";16;{"enchanted":false,"gvalue":4};"ACC";5;{"enchanted":false,"gvalue":0};"ATK flat";16;{"enchanted":false,"gvalue":0};"row_630";630;38549052009;0;0;"Inventory";"Inventory";false;82.62;"Revenge";5;6;12;"HP flat";1800;"RES";7;0;"-";"-";16;5;"-";"-";"-";16;"-";"-";16;"Hero";82.62
"CRate";11;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"ATK%";15;{"enchanted":false,"gvalue":0};"";0;{};"row_631";631;38496227378;0;0;"Inventory";"Inventory";false;74.11;"Revenge";6;6;9;"RES";39;"";0;0;"-";"-";"-";"-";15;"-";"-";"-";"-";10;11;"Hero";81.25
"CRate";14;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"DEF flat";32;{"enchanted":false,"gvalue":0};"row_632";632;38519187322;0;0;"Inventory";"Inventory";false;72.2;"Revenge";6;6;9;"HP%";38;"HP flat";262;0;"-";"-";"-";5;"-";"-";32;"-";"-";6;14;"Legend";79.34
"SPD";12;{"enchanted":false,"gvalue":3};"CRate";5;{"enchanted":false,"gvalue":0};"HP%";17;{"enchanted":false,"gvalue":4};"CDmg";19;{"enchanted":false,"gvalue":0};"row_633";633;35934792439;0;0;"Inventory";"Inventory";false;97.66;"Destroy";1;6;12;"ATK flat";118;"ATK%";8;0;"-";19;"-";"-";"-";"-";"-";17;"-";12;5;"Legend";97.66
"HP%";14;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"HP flat";286;{"enchanted":false,"gvalue":0};"row_634";634;38227898300;0;0;"Inventory";"Inventory";false;73.9;"Destroy";1;6;12;"ATK flat";118;"";0;0;"-";5;"-";"-";"-";"-";"-";14;286;15;"-";"Hero";73.9
"CRate";6;{"enchanted":false,"gvalue":0};"ATK%";28;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"";0;{};"row_635";635;38620963403;0;0;"Inventory";"Inventory";false;72.32;"Destroy";1;6;9;"ATK flat";94;"";0;0;"-";"-";"-";5;28;"-";"-";"-";"-";"-";6;"Hero";79.46
"CRate";16;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":0};"";0;{};"row_636";636;38626997309;0;0;"Inventory";"Inventory";false;71.13;"Destroy";1;6;9;"ATK flat";94;"";0;0;"-";"-";"-";"-";13;"-";"-";"-";"-";4;16;"Hero";78.27
"SPD";15;{"enchanted":false,"gvalue":0};"HP flat";193;{"enchanted":false,"gvalue":0};"ACC";16;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"row_637";637;38634895709;0;0;"Inventory";"Inventory";false;83.98;"Destroy";1;6;12;"ATK flat";118;"ATK%";8;0;"-";"-";"-";16;"-";"-";"-";"-";193;15;6;"Legend";83.98
"CDmg";6;{"enchanted":false,"gvalue":0};"RES";21;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"row_638";638;38644143230;0;0;"Inventory";"Inventory";false;76.96;"Destroy";1;6;12;"ATK flat";118;"";0;0;21;6;"-";"-";"-";"-";"-";5;"-";10;"-";"Hero";76.96
"ATK%";13;{"enchanted":false,"gvalue":0};"CDmg";14;{"enchanted":false,"gvalue":0};"ACC";10;{"enchanted":false,"gvalue":0};"";0;{};"row_639";639;38653482437;0;0;"Inventory";"Inventory";false;75.89;"Destroy";1;6;9;"ATK flat";94;"RES";6;0;"-";14;"-";10;13;"-";"-";"-";"-";"-";"-";"Hero";83.04
"SPD";11;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":false,"gvalue":0};"RES";11;{"enchanted":false,"gvalue":0};"row_640";640;38659295610;0;0;"Inventory";"Inventory";false;74.49;"Destroy";1;6;9;"ATK flat";94;"HP flat";165;0;11;"-";"-";4;"-";"-";"-";"-";"-";11;9;"Legend";81.63
"RES";6;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"";0;{};"row_641";641;38659415032;0;0;"Inventory";"Inventory";false;79.63;"Destroy";1;6;9;"ATK flat";94;"ATK%";7;0;6;13;"-";"-";"-";"-";"-";"-";"-";16;"-";"Hero";86.78
"RES";17;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":0};"";0;{};"row_642";642;38693601432;0;0;"Inventory";"Inventory";false;66.37;"Destroy";1;6;9;"ATK flat";94;"";0;0;17;"-";"-";"-";"-";"-";"-";12;"-";4;"-";"Hero";73.51
"ATK%";8;{"enchanted":false,"gvalue":0};"HP flat";228;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"";0;{};"row_643";643;38708184153;0;0;"Inventory";"Inventory";false;49.79;"Destroy";1;6;0;"ATK flat";22;"";0;0;"-";"-";"-";"-";8;"-";"-";"-";228;"-";4;"Hero";78.36
"SPD";7;{"enchanted":false,"gvalue":0};"HP%";21;{"enchanted":false,"gvalue":0};"RES";14;{"enchanted":false,"gvalue":0};"HP flat";374;{"enchanted":false,"gvalue":0};"row_644";644;38708665849;0;0;"Inventory";"Inventory";true;78.86;"Destroy";1;6;12;"ATK flat";118;"";0;0;14;"-";"-";"-";"-";"-";"-";21;374;7;"-";"Hero";78.86
"HP%";12;{"enchanted":false,"gvalue":0};"HP flat";220;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"";0;{};"row_645";645;38778061724;0;0;"Inventory";"Inventory";false;68.76;"Destroy";1;6;9;"ATK flat";94;"";0;0;"-";"-";"-";"-";"-";"-";"-";12;220;17;"-";"Hero";75.9
"HP%";13;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"ACC";9;{"enchanted":false,"gvalue":0};"";0;{};"row_646";646;38612809669;0;0;"Inventory";"Inventory";false;60.71;"Destroy";2;6;6;"SPD";19;"";0;0;6;"-";"-";9;"-";"-";"-";13;"-";"-";"-";"Hero";75
"HP flat";586;{"enchanted":false,"gvalue":0};"ATK%";16;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"row_647";647;38647558196;0;0;"Inventory";"Inventory";false;72.16;"Destroy";2;6;9;"HP%";38;"";0;0;"-";11;"-";"-";16;6;"-";"-";586;"-";"-";"Legend";79.31
"DEF%";11;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"CDmg";20;{"enchanted":false,"gvalue":0};"ATK flat";40;{"enchanted":false,"gvalue":0};"row_648";648;38708690154;0;0;"Inventory";"Inventory";true;80.23;"Destroy";2;6;12;"HP%";47;"";0;0;"-";20;40;"-";8;11;"-";"-";"-";"-";"-";"Legend";80.23
"HP flat";318;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_649";649;38719111961;0;0;"Inventory";"Inventory";false;50.99;"Destroy";2;6;0;"DEF flat";22;"HP%";8;0;"-";5;"-";"-";"-";"-";"-";"-";318;"-";"-";"Rare";79.56
"HP flat";318;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"DEF%";27;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"row_650";650;38791634986;0;0;"Inventory";"Inventory";false;84.32;"Destroy";2;6;12;"HP%";47;"CDmg";5;0;5;"-";"-";"-";"-";27;"-";"-";318;"-";10;"Legend";84.32
"ACC";7;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":0};"HP%";22;{"enchanted":false,"gvalue":0};"";0;{};"row_651";651;38582505234;0;0;"Inventory";"Inventory";true;72.32;"Destroy";3;6;9;"DEF flat";94;"";0;0;"-";"-";"-";7;"-";"-";"-";22;"-";9;"-";"Hero";79.46
"CDmg";5;{"enchanted":false,"gvalue":0};"HP flat";197;{"enchanted":false,"gvalue":0};"ACC";22;{"enchanted":false,"gvalue":0};"RES";10;{"enchanted":false,"gvalue":0};"row_652";652;38606507918;0;0;"Inventory";"Inventory";false;71.26;"Destroy";3;6;12;"DEF flat";118;"";0;0;10;5;"-";22;"-";"-";"-";"-";197;"-";"-";"Legend";71.26
"CRate";16;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"HP%";15;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"row_653";653;38630637920;0;0;"Inventory";"Inventory";false;79.76;"Destroy";3;6;12;"DEF flat";118;"";0;0;8;"-";"-";5;"-";"-";"-";15;"-";"-";16;"Hero";79.76
"CDmg";4;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"";0;{};"row_654";654;38654342364;0;0;"Inventory";"Inventory";false;56.16;"Destroy";3;6;0;"DEF flat";22;"RES";5;0;"-";4;"-";"-";"-";"-";"-";8;"-";"-";4;"Hero";84.74
"CRate";6;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"";0;{};"row_655";655;38702599778;0;0;"Inventory";"Inventory";false;57.31;"Destroy";3;6;0;"DEF flat";22;"SPD";4;0;"-";6;"-";4;"-";"-";"-";"-";"-";"-";6;"Hero";85.88
"SPD";4;{"enchanted":false,"gvalue":0};"CRate";8;{"enchanted":false,"gvalue":0};"ACC";21;{"enchanted":false,"gvalue":0};"";0;{};"row_656";656;38738825703;0;0;"Inventory";"Inventory";false;72.07;"Destroy";3;6;9;"DEF flat";94;"HP flat";349;0;"-";"-";"-";21;"-";"-";"-";"-";"-";4;8;"Hero";79.22
"HP%";18;{"enchanted":false,"gvalue":6};"ACC";13;{"enchanted":false,"gvalue":0};"DEF%";18;{"enchanted":false,"gvalue":6};"SPD";3;{"enchanted":true,"gvalue":0};"row_657";657;38793255148;0;0;"Inventory";"Inventory";false;86.11;"Destroy";3;6;12;"DEF flat";118;"HP flat";323;0;"-";"-";"-";13;"-";18;"-";18;"-";3;"-";"Hero";86.11
"HP flat";227;{"enchanted":false,"gvalue":0};"DEF%";19;{"enchanted":false,"gvalue":0};"CDmg";19;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"row_658";658;38800575217;0;0;"Inventory";"Inventory";false;85.84;"Destroy";3;6;12;"DEF flat";118;"RES";7;0;"-";19;"-";"-";"-";19;"-";6;227;"-";"-";"Legend";85.84
"SPD";6;{"enchanted":false,"gvalue":0};"DEF%";16;{"enchanted":false,"gvalue":0};"HP%";15;{"enchanted":false,"gvalue":0};"";0;{};"row_659";659;38801152066;0;0;"Inventory";"Inventory";false;70.54;"Destroy";3;6;9;"DEF flat";94;"";0;0;"-";"-";"-";"-";"-";16;"-";15;"-";6;"-";"Hero";77.68
"ATK%";15;{"enchanted":false,"gvalue":0};"SPD";13;{"enchanted":false,"gvalue":0};"DEF%";20;{"enchanted":false,"gvalue":7};"CDmg";13;{"enchanted":false,"gvalue":0};"row_660";660;38418709565;0;0;"Inventory";"Inventory";true;95.71;"Destroy";4;6;12;"HP%";47;"";0;0;"-";13;"-";"-";15;20;"-";"-";"-";13;"-";"Legend";95.71
"DEF%";6;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"";0;{};"row_661";661;38634151548;0;0;"Inventory";"Inventory";false;55.36;"Destroy";4;6;0;"HP%";11;"RES";6;0;"-";"-";"-";4;6;6;"-";"-";"-";"-";"-";"Hero";83.93
"ACC";15;{"enchanted":false,"gvalue":0};"RES";13;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"";0;{};"row_662";662;38659208852;0;0;"Inventory";"Inventory";false;66.07;"Destroy";4;6;6;"ATK%";29;"";0;0;13;"-";"-";15;"-";"-";"-";6;"-";"-";"-";"Hero";80.36
"HP%";28;{"enchanted":false,"gvalue":7};"CDmg";14;{"enchanted":false,"gvalue":0};"ATK%";15;{"enchanted":false,"gvalue":7};"CRate";5;{"enchanted":false,"gvalue":0};"row_663";663;38475458763;0;0;"Inventory";"Inventory";false;96.67;"Destroy";5;6;12;"HP flat";1800;"ATK flat";13;0;"-";14;"-";"-";15;"-";"-";28;"-";"-";5;"Hero";96.67
"ATK flat";11;{"enchanted":false,"gvalue":0};"DEF%";27;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"";0;{};"row_664";664;38575377269;0;0;"Inventory";"Inventory";false;72.8;"Destroy";5;6;9;"HP flat";1440;"RES";7;0;"-";"-";11;"-";"-";27;"-";"-";"-";"-";4;"Hero";79.94
"DEF%";14;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"CDmg";17;{"enchanted":false,"gvalue":0};"row_665";665;38579672122;0;0;"Inventory";"Inventory";false;76.28;"Destroy";5;6;9;"HP flat";1440;"";0;0;"-";17;"-";4;"-";14;"-";"-";"-";"-";6;"Legend";83.42
"ACC";15;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":0};"DEF%";20;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"row_666";666;38613590055;0;0;"Inventory";"Inventory";false;86.9;"Destroy";5;6;12;"HP flat";1800;"ATK%";5;0;"-";"-";"-";15;"-";20;"-";12;"-";"-";4;"Legend";86.9
"HP%";13;{"enchanted":false,"gvalue":0};"CRate";11;{"enchanted":false,"gvalue":0};"RES";15;{"enchanted":false,"gvalue":0};"";0;{};"row_667";667;38630179046;0;0;"Inventory";"Inventory";false;76.31;"Destroy";5;6;9;"HP flat";1440;"DEF flat";14;0;15;"-";"-";"-";"-";"-";"-";13;"-";"-";11;"Hero";83.45
"DEF%";6;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"CRate";8;{"enchanted":false,"gvalue":0};"";0;{};"row_668";668;38634769807;0;0;"Inventory";"Inventory";false;74.7;"Destroy";5;6;9;"HP flat";1440;"ATK%";7;0;"-";"-";"-";"-";"-";6;"-";"-";"-";15;8;"Hero";81.85
"CRate";5;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"RES";24;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"row_669";669;38659454513;0;0;"Inventory";"Inventory";false;84.4;"Destroy";5;6;12;"HP flat";1800;"ATK%";5;0;24;13;"-";4;"-";"-";"-";"-";"-";"-";5;"Hero";84.4
"CRate";9;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"HP%";23;{"enchanted":false,"gvalue":0};"";0;{};"row_670";670;38668909996;0;0;"Inventory";"Inventory";false;79.17;"Destroy";5;6;9;"HP flat";1440;"DEF%";7;0;"-";"-";"-";"-";"-";"-";"-";23;"-";5;9;"Hero";86.31
"HP%";8;{"enchanted":false,"gvalue":0};"ACC";23;{"enchanted":false,"gvalue":0};"RES";12;{"enchanted":false,"gvalue":0};"";0;{};"row_671";671;38703110755;0;0;"Inventory";"Inventory";false;76.96;"Destroy";5;6;9;"HP flat";1440;"ATK flat";16;0;12;"-";"-";23;"-";"-";"-";8;"-";"-";"-";"Hero";84.11
"ATK%";24;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"";0;{};"row_672";672;38737906984;0;0;"Inventory";"Inventory";false;72.5;"Destroy";5;6;9;"HP flat";1440;"DEF flat";16;0;"-";"-";"-";6;24;"-";"-";"-";"-";6;"-";"Hero";79.64
"RES";5;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"DEF flat";11;{"enchanted":false,"gvalue":0};"";0;{};"row_673";673;38738748144;0;0;"Inventory";"Inventory";false;49.29;"Destroy";5;6;0;"HP flat";360;"";0;0;5;"-";"-";"-";"-";"-";11;"-";"-";"-";6;"Hero";77.86
"DEF flat";19;{"enchanted":false,"gvalue":0};"HP%";22;{"enchanted":false,"gvalue":0};"ATK%";18;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"row_674";674;38754644232;0;0;"Inventory";"Inventory";true;80.18;"Destroy";5;6;12;"HP flat";1800;"";0;0;6;"-";"-";"-";18;"-";19;22;"-";"-";"-";"Hero";80.18
"DEF%";12;{"enchanted":false,"gvalue":6};"SPD";22;{"enchanted":false,"gvalue":4};"HP%";24;{"enchanted":false,"gvalue":10};"ATK%";16;{"enchanted":true,"gvalue":7};"row_675";675;38777984302;0;0;"Inventory";"Inventory";false;108.33;"Destroy";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";"-";16;12;"-";24;"-";22;"-";"Hero";108.33
